filing_id,local_path,profile_id,ticker,issuer_name,filing_type,filing_date,naics,profile_number
95be3a21e4243d345d0cedc3cb5503a7,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_36_SustainabilityPerformanceIndex.pdf,,2024_36_SUSTAINABILITYPE_ESG,2024 36 SustainabilityPerformanceIndex,ESG_REPORT,2024-01-01,,
7146b2bc0c3232ac8dec0ab122ff7990,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_37.pdf,,2024_37_ESG,2024 37,ESG_REPORT,2024-01-01,,
e661d1e97720b7e2f3d98626c7bb78d6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_4.pdf,,2024_4_ESG,2024 4,ESG_REPORT,2024-01-01,,
133cf07fde5264824910a813f9026a80,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_40.pdf,,2024_40_ESG,2024 40,ESG_REPORT,2024-01-01,,
e1fbda2320eb55c074cf59677bd05620,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_41.pdf,,2024_41_ESG,2024 41,ESG_REPORT,2024-01-01,,
aff367d2f44c1e81b32212104149c907,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_42.pdf,,2024_42_ESG,2024 42,ESG_REPORT,2024-01-01,,
a3fbeafb97213fb17ead00ce6965dfe1,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_43.pdf,,2024_43_ESG,2024 43,ESG_REPORT,2024-01-01,,
c3902b85b7f8ead38aec5a84cf494bc7,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_45.pdf,,2024_45_ESG,2024 45,ESG_REPORT,2024-01-01,,
cac7cd37ae6b67c9002c66abb098dd3a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_46.pdf,,2024_46_ESG,2024 46,ESG_REPORT,2024-01-01,,
206e8551db85cb7d97c8795dc88cb7c7,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_47.pdf,,2024_47_ESG,2024 47,ESG_REPORT,2024-01-01,,
99673e06a3df463dc2af014c2780f854,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_48.pdf,,2024_48_ESG,2024 48,ESG_REPORT,2024-01-01,,
3c8a190c71cee756d676023245060e6c,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_49.pdf,,2024_49_ESG,2024 49,ESG_REPORT,2024-01-01,,
210e93c793563009fdbcfdc422671162,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_50.pdf,,2024_50_ESG,2024 50,ESG_REPORT,2024-01-01,,
77fde1481b3454fc09a81accd6650681,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_51.pdf,,2024_51_ESG,2024 51,ESG_REPORT,2024-01-01,,
65d0c5445cf44f30ec38ed4ca9394238,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_52.pdf,,2024_52_ESG,2024 52,ESG_REPORT,2024-01-01,,
fbb04c98201e0ed319c6ae0e74ec1d0a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_53.pdf,,2024_53_ESG,2024 53,ESG_REPORT,2024-01-01,,
738dd2b927cfb5f1717a4680e209d029,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_53_DataSupplement.pdf,,2024_53_DATASUPPLEMENT_ESG,2024 53 DataSupplement,ESG_REPORT,2024-01-01,,
00a78e313a0a7c34801f0191ed63e8e6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_54.pdf,,2024_54_ESG,2024 54,ESG_REPORT,2024-01-01,,
053fdf1cd17c05a9a8a90e15b96e8d3d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_55.pdf,,2024_55_ESG,2024 55,ESG_REPORT,2024-01-01,,
003d6e709484b77a2f422e45f580e3c4,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_57.pdf,,2024_57_ESG,2024 57,ESG_REPORT,2024-01-01,,
f9c9b1a7994ab09bd222970f60ef7421,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_58.pdf,,2024_58_ESG,2024 58,ESG_REPORT,2024-01-01,,
99d25308df619fdc2595f157a9c26a69,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_59.pdf,,2024_59_ESG,2024 59,ESG_REPORT,2024-01-01,,
9d26454e0252300c17ce672b732b6d17,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_6.pdf,,2024_6_ESG,2024 6,ESG_REPORT,2024-01-01,,
476714b1d0f8d35b3cba802409aa770f,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_61.pdf,,2024_61_ESG,2024 61,ESG_REPORT,2024-01-01,,
e6d39e62a13ab27c4ac739c6b3bd773c,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_61_DataBook.pdf,,2024_61_DATABOOK_ESG,2024 61 DataBook,ESG_REPORT,2024-01-01,,
807fc7f2c2e9653e4f5bbbb906cf42a2,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_62.pdf,,2024_62_ESG,2024 62,ESG_REPORT,2024-01-01,,
3665ad39d90e81534ff97024e9ec9fc6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_63.pdf,,2024_63_ESG,2024 63,ESG_REPORT,2024-01-01,,
3a9e4826b01fc0d7accc38aebb76b14f,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_64.pdf,,2024_64_ESG,2024 64,ESG_REPORT,2024-01-01,,
48eef773801b5da862dabc9720bd632b,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_65.pdf,,2024_65_ESG,2024 65,ESG_REPORT,2024-01-01,,
c91c8a77a5b49c69fbf3a2940607b9c6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_66.pdf,,2024_66_ESG,2024 66,ESG_REPORT,2024-01-01,,
17a46d558a9e0486973a32a76284299b,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_67.pdf,,2024_67_ESG,2024 67,ESG_REPORT,2024-01-01,,
9fd3d1b7997cfc85a5f440dfb81f6871,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_69.pdf,,2024_69_ESG,2024 69,ESG_REPORT,2024-01-01,,
e76decef98bc626ac244bf4aa3cadb4a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_7.pdf,,2024_7_ESG,2024 7,ESG_REPORT,2024-01-01,,
274b3a91b98a115a00efa64264d7c925,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_70.pdf,,2024_70_ESG,2024 70,ESG_REPORT,2024-01-01,,
1e07138db6650890f1abe5aebeeda8ef,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_72.pdf,,2024_72_ESG,2024 72,ESG_REPORT,2024-01-01,,
5bb43bbffbd7bef7dcf1dbab8147e638,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_73.pdf,,2024_73_ESG,2024 73,ESG_REPORT,2024-01-01,,
8c80d6c0ef6f0e0b5a0503194f138a5c,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_75.pdf,,2024_75_ESG,2024 75,ESG_REPORT,2024-01-01,,
7537d99ed2d2a6cf61b6e92e5ba1cf91,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_76.pdf,,2024_76_ESG,2024 76,ESG_REPORT,2024-01-01,,
a5e24912304363fb1d5ec20b1753aae9,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_77.pdf,,2024_77_ESG,2024 77,ESG_REPORT,2024-01-01,,
e86cc5a559cfb3ef0742d255cd498b7c,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_79.pdf,,2024_79_ESG,2024 79,ESG_REPORT,2024-01-01,,
b31f35fe66a24e8a18fce6b3d74c3f8e,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_8.pdf,,2024_8_ESG,2024 8,ESG_REPORT,2024-01-01,,
e52210b2916fae49dc5000a8d9f6244d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_80.pdf,,2024_80_ESG,2024 80,ESG_REPORT,2024-01-01,,
172ddecfb2ecc79bfedb6eaa976e7548,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_82.pdf,,2024_82_ESG,2024 82,ESG_REPORT,2024-01-01,,
f738eda92a68f03d3057598c507fa661,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_83.pdf,,2024_83_ESG,2024 83,ESG_REPORT,2024-01-01,,
0ebcb386cc3b72a4cb459a7041c17151,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_83_DataTable.pdf,,2024_83_DATATABLE_ESG,2024 83 DataTable,ESG_REPORT,2024-01-01,,
6d6a19cc779437f47208314e5eced8a8,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_85.pdf,,2024_85_ESG,2024 85,ESG_REPORT,2024-01-01,,
70cde08ed41e76a709b661a66a6329ef,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_86.pdf,,2024_86_ESG,2024 86,ESG_REPORT,2024-01-01,,
ee74cb3259767808ce7d66624a792ccb,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_87.pdf,,2024_87_ESG,2024 87,ESG_REPORT,2024-01-01,,
8b4cb8f7de154b3261e8234a6e56749e,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_89.pdf,,2024_89_ESG,2024 89,ESG_REPORT,2024-01-01,,
13fbc7f56685aef0a4b82fcf04e45e2a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_90.pdf,,2024_90_ESG,2024 90,ESG_REPORT,2024-01-01,,
6d33699e8abcc32cb98c796c4be20563,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_91.pdf,,2024_91_ESG,2024 91,ESG_REPORT,2024-01-01,,
63872a5f705330c8ba4b282ad9c53434,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_94.pdf,,2024_94_ESG,2024 94,ESG_REPORT,2024-01-01,,
487bf47e92386e45462e54130030fb59,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_95.pdf,,2024_95_ESG,2024 95,ESG_REPORT,2024-01-01,,
0cee2379ce10075ce9268a4a6dd898e8,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_96.pdf,,2024_96_ESG,2024 96,ESG_REPORT,2024-01-01,,
c9ccd3ed127605c1351529e9b72a8516,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_97.pdf,,2024_97_ESG,2024 97,ESG_REPORT,2024-01-01,,
6e0feb02f6b747d6b44541630c362072,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_98.pdf,,2024_98_ESG,2024 98,ESG_REPORT,2024-01-01,,
291b1a6625e584c2e98a37470655ad7d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_99.pdf,,2024_99_ESG,2024 99,ESG_REPORT,2024-01-01,,
