filing_id,local_path,profile_id,ticker,issuer_name,filing_type,filing_date,naics,profile_number
bf409420685b89c987f4abeb5700345d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_142.pdf,,2024_142_ESG,2024 142,ESG_REPORT,2024-01-01,,
5c631f645dbeefeb0c47ad5cac80cf42,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_143.pdf,,2024_143_ESG,2024 143,ESG_REPORT,2024-01-01,,
c19887e6178112b2e1f00e277d6930fc,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_144.pdf,,2024_144_ESG,2024 144,ESG_REPORT,2024-01-01,,
3d639588cbcb77bc6d9ded31ba14dd32,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_145.pdf,,2024_145_ESG,2024 145,ESG_REPORT,2024-01-01,,
0d9e3e1cb9c2cd01a72535597714f0d3,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_148.pdf,,2024_148_ESG,2024 148,ESG_REPORT,2024-01-01,,
298d96993f71f0bc864763febfeedfa3,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_149.pdf,,2024_149_ESG,2024 149,ESG_REPORT,2024-01-01,,
ea499447d31f2f30555c9c7c6d46c080,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_15.pdf,,2024_15_ESG,2024 15,ESG_REPORT,2024-01-01,,
47f3970a66454446d17f3b2f992496ac,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_150.pdf,,2024_150_ESG,2024 150,ESG_REPORT,2024-01-01,,
2ca3d6ec56a29a150d8ef1aac0830c81,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_151.pdf,,2024_151_ESG,2024 151,ESG_REPORT,2024-01-01,,
86b8e194ff983ca4445f06e848e399ff,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_154.pdf,,2024_154_ESG,2024 154,ESG_REPORT,2024-01-01,,
a9ae616da5c50b0e30ea0f4b94ea577a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_155.pdf,,2024_155_ESG,2024 155,ESG_REPORT,2024-01-01,,
283970a78f74f47660133b1fd0fb51c1,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_156.pdf,,2024_156_ESG,2024 156,ESG_REPORT,2024-01-01,,
716f020bc08c0d1d2e6038270b9c86f3,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_157.pdf,,2024_157_ESG,2024 157,ESG_REPORT,2024-01-01,,
c87daa9df818b78c305cb024fb5db852,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_158.pdf,,2024_158_ESG,2024 158,ESG_REPORT,2024-01-01,,
52b10e733fdf8aed85c1779a82fb7b9f,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_159.pdf,,2024_159_ESG,2024 159,ESG_REPORT,2024-01-01,,
1c25335440ebf17fd2773d224198b989,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_159_DataSheet.pdf,,2024_159_DATASHEET_ESG,2024 159 DataSheet,ESG_REPORT,2024-01-01,,
bb99b73838b2750be82d500b4706b69a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_160.pdf,,2024_160_ESG,2024 160,ESG_REPORT,2024-01-01,,
fd4213a25ba0117561d5b875e5354ec2,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_161.pdf,,2024_161_ESG,2024 161,ESG_REPORT,2024-01-01,,
07392c00e21e066bbf560c8e6e875d45,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_162.pdf,,2024_162_ESG,2024 162,ESG_REPORT,2024-01-01,,
81a91695e490d9b10f3d6875169d6885,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_164.pdf,,2024_164_ESG,2024 164,ESG_REPORT,2024-01-01,,
c48931b8a59a23bbcc4776bb0ef63c43,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_165.pdf,,2024_165_ESG,2024 165,ESG_REPORT,2024-01-01,,
a11c5b4669b767ee5dae4da0409144fc,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_166_datasheet.pdf,,2024_166_DATASHEET_ESG,2024 166 datasheet,ESG_REPORT,2024-01-01,,
91d334f50e807343f22ea1bbb835691f,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_167.pdf,,2024_167_ESG,2024 167,ESG_REPORT,2024-01-01,,
93f4eeee446f21dadb14114620ee1de6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_168.pdf,,2024_168_ESG,2024 168,ESG_REPORT,2024-01-01,,
c1508f89f222145632c9cfce8b0ffe8e,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_169.pdf,,2024_169_ESG,2024 169,ESG_REPORT,2024-01-01,,
15f05d735e22ca150dd846225654d5a9,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_169_SupplementaryData.pdf,,2024_169_SUPPLEMENTARYDA_ESG,2024 169 SupplementaryData,ESG_REPORT,2024-01-01,,
aa0deba6c937ef0bda769961afcf1b98,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_17.pdf,,2024_17_ESG,2024 17,ESG_REPORT,2024-01-01,,
ec959a6845cb6e5ac8bc98e4ca4d1749,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_170.pdf,,2024_170_ESG,2024 170,ESG_REPORT,2024-01-01,,
cf95461ed34b065f42232a4280da741a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_172.pdf,,2024_172_ESG,2024 172,ESG_REPORT,2024-01-01,,
b441b4a7071717990cf4a62043762132,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_174.pdf,,2024_174_ESG,2024 174,ESG_REPORT,2024-01-01,,
571208868b862e0a25f556d909b424e2,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_175.pdf,,2024_175_ESG,2024 175,ESG_REPORT,2024-01-01,,
736c2b9fd28db6d8e2d72cddedb350c5,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_176.pdf,,2024_176_ESG,2024 176,ESG_REPORT,2024-01-01,,
fe26f8fb92ee5925cd2da7c8a13d56d2,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_18.pdf,,2024_18_ESG,2024 18,ESG_REPORT,2024-01-01,,
a0f2475065b2424e256993d2dfa3efe4,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_180.pdf,,2024_180_ESG,2024 180,ESG_REPORT,2024-01-01,,
4897c10e76ecfdc5d57ad807f896775c,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_180_Datasheet.pdf,,2024_180_DATASHEET_ESG,2024 180 Datasheet,ESG_REPORT,2024-01-01,,
16f048588784e9e3408e57b12a55d65f,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_181.pdf,,2024_181_ESG,2024 181,ESG_REPORT,2024-01-01,,
0d6bb040cabab79116ce38396e85e9c6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_182.pdf,,2024_182_ESG,2024 182,ESG_REPORT,2024-01-01,,
66ac6a2a4d8f2c70b566ae22fc32e089,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_183.pdf,,2024_183_ESG,2024 183,ESG_REPORT,2024-01-01,,
0f609f6330dd254c9b3a2c50ce0aafd0,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_184.pdf,,2024_184_ESG,2024 184,ESG_REPORT,2024-01-01,,
85c5e48813f93777ef745d5d54582f55,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_185.pdf,,2024_185_ESG,2024 185,ESG_REPORT,2024-01-01,,
0f5bf44c4e37c5856edab5b9540cca18,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_186.pdf,,2024_186_ESG,2024 186,ESG_REPORT,2024-01-01,,
aa625be0ad0979b59d316a5bdbcbe4cd,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_187.pdf,,2024_187_ESG,2024 187,ESG_REPORT,2024-01-01,,
bd1b5a9b897e4cc121fc1c8005539b3c,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_187_PerformanceData.pdf,,2024_187_PERFORMANCEDATA_ESG,2024 187 PerformanceData,ESG_REPORT,2024-01-01,,
5c7ea99e1917e802a4a2e02e0dbcf279,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_188.pdf,,2024_188_ESG,2024 188,ESG_REPORT,2024-01-01,,
03d27e7475dab1acfdd47f8c88fd4a73,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_189.pdf,,2024_189_ESG,2024 189,ESG_REPORT,2024-01-01,,
3a608b594a4629bd85880d965c58ebac,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_19.pdf,,2024_19_ESG,2024 19,ESG_REPORT,2024-01-01,,
b335cec3a9a85ea854859fd480900ce1,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_190.pdf,,2024_190_ESG,2024 190,ESG_REPORT,2024-01-01,,
3ff49d8607b894f21a6bb1b6a0b1c84b,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_192.pdf,,2024_192_ESG,2024 192,ESG_REPORT,2024-01-01,,
9a464678839f60b359ac8e432a0ddb0d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_194.pdf,,2024_194_ESG,2024 194,ESG_REPORT,2024-01-01,,
a8bb9cec18f1b6d1b163b8751af7fb06,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_195.pdf,,2024_195_ESG,2024 195,ESG_REPORT,2024-01-01,,
181dabf761e385ee409ede7cbb74b8a8,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_196.pdf,,2024_196_ESG,2024 196,ESG_REPORT,2024-01-01,,
e160cb123c19c8c0ab6c606908b45480,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_196_DataSupplement.pdf,,2024_196_DATASUPPLEMENT_ESG,2024 196 DataSupplement,ESG_REPORT,2024-01-01,,
0cfbd46b0f0588f9e656ed77494ea5b0,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_198.pdf,,2024_198_ESG,2024 198,ESG_REPORT,2024-01-01,,
5101419c5440374b196e66c3436a5d1e,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_199.pdf,,2024_199_ESG,2024 199,ESG_REPORT,2024-01-01,,
ae5d2bdefaafd8905e8a405550420ce2,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_19_Summary.pdf,,2024_19_SUMMARY_ESG,2024 19 Summary,ESG_REPORT,2024-01-01,,
2e9a0c283751dc2528b0d315863cc0b6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_2.pdf,,2024_2_ESG,2024 2,ESG_REPORT,2024-01-01,,
5380ba997864c06147986868ea274153,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_20.pdf,,2024_20_ESG,2024 20,ESG_REPORT,2024-01-01,,
fb925be9d3ae191d59b1ea8fb1af3821,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_201.pdf,,2024_201_ESG,2024 201,ESG_REPORT,2024-01-01,,
6111c5c1484abdbf7bc1d88b2d35f13e,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_202.pdf,,2024_202_ESG,2024 202,ESG_REPORT,2024-01-01,,
87051e1da895f6f9302d5a254b1982b3,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_203.pdf,,2024_203_ESG,2024 203,ESG_REPORT,2024-01-01,,
afd65d0248267fae505ab5e969ef186d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_204.pdf,,2024_204_ESG,2024 204,ESG_REPORT,2024-01-01,,
f713f735342ea4d764efdf2d05285330,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_205.pdf,,2024_205_ESG,2024 205,ESG_REPORT,2024-01-01,,
c61b94ad209d445db53a3a4deb6e246f,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_207.pdf,,2024_207_ESG,2024 207,ESG_REPORT,2024-01-01,,
ccda248e386b4a7ee92423b5c5a2105d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_207_climate-update.pdf,,2024_207_CLIMATE_UPDATE_ESG,2024 207 climate-update,ESG_REPORT,2024-01-01,,
6b55ff8bc31f349bb771b051e3e8ddf5,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_208.pdf,,2024_208_ESG,2024 208,ESG_REPORT,2024-01-01,,
cc98fe1391647953c63380dd3afcc912,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_209.pdf,,2024_209_ESG,2024 209,ESG_REPORT,2024-01-01,,
a3f75ee836bcca4854e5e33d55501e83,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_21.pdf,,2024_21_ESG,2024 21,ESG_REPORT,2024-01-01,,
6e595db8037147a20b3b1fa0be331e04,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_213.pdf,,2024_213_ESG,2024 213,ESG_REPORT,2024-01-01,,
271b1f8fab2a1368414241d52cccea90,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_214.pdf,,2024_214_ESG,2024 214,ESG_REPORT,2024-01-01,,
f5ab3b359e20765f8d03475756ec0eb3,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_214_ClimateChange.pdf,,2024_214_CLIMATECHANGE_ESG,2024 214 ClimateChange,ESG_REPORT,2024-01-01,,
e736efbfd385a3e671a7332e0f159467,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_215.pdf,,2024_215_ESG,2024 215,ESG_REPORT,2024-01-01,,
353c8f153d1ccf01f55e093d2f0e6452,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_216.pdf,,2024_216_ESG,2024 216,ESG_REPORT,2024-01-01,,
86fad39d77c873fa9532c8dfd70c5ba6,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_218.pdf,,2024_218_ESG,2024 218,ESG_REPORT,2024-01-01,,
2d3e8c0fde882365f8248f0e049e477e,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_219.pdf,,2024_219_ESG,2024 219,ESG_REPORT,2024-01-01,,
4c07fd156a803783b0e62ba96ff3ca27,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_22.pdf,,2024_22_ESG,2024 22,ESG_REPORT,2024-01-01,,
fbc2db9ed9f5c1e1018b038f17bea143,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_221.pdf,,2024_221_ESG,2024 221,ESG_REPORT,2024-01-01,,
c33129b252f134fee63cb5f99a4d613d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_223.pdf,,2024_223_ESG,2024 223,ESG_REPORT,2024-01-01,,
0f6f5db04e6269bf23dc7b7f2767efa0,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_223_DataSummary.pdf,,2024_223_DATASUMMARY_ESG,2024 223 DataSummary,ESG_REPORT,2024-01-01,,
80cb1fbb73b2b8c89a352c3ee79e32c8,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_224.pdf,,2024_224_ESG,2024 224,ESG_REPORT,2024-01-01,,
915cc553ae7ff01b85b906a8813899c7,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_225.pdf,,2024_225_ESG,2024 225,ESG_REPORT,2024-01-01,,
a8507f78b421e4c63e5f82f98f289db3,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_24.pdf,,2024_24_ESG,2024 24,ESG_REPORT,2024-01-01,,
5e4289f2cc9c9ab482a47ea616501232,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_25.pdf,,2024_25_ESG,2024 25,ESG_REPORT,2024-01-01,,
86c79b8f36b793fb03d5a30055d35416,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_25_Supplement.pdf,,2024_25_SUPPLEMENT_ESG,2024 25 Supplement,ESG_REPORT,2024-01-01,,
daaebd316aa9bf16bdc49933962a782a,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_26.pdf,,2024_26_ESG,2024 26,ESG_REPORT,2024-01-01,,
e0aa3b3e67cb8e573adf1894f180460c,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_27.pdf,,2024_27_ESG,2024 27,ESG_REPORT,2024-01-01,,
7af55da73f08d178b89499829d70ff0d,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_29.pdf,,2024_29_ESG,2024 29,ESG_REPORT,2024-01-01,,
99dc2bf5734542db8742b77afd4b0689,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_33.pdf,,2024_33_ESG,2024 33,ESG_REPORT,2024-01-01,,
30cb8fe874a0088c2cf90f01f218bb10,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_34.pdf,,2024_34_ESG,2024 34,ESG_REPORT,2024-01-01,,
5e59e5738366bf18e88e0839e92259fe,/mnt/c/Users/casey/ISF/ISF Research team/1. Project/TSX Report/2024/ESG Reports 2024/2024_35.pdf,,2024_35_ESG,2024 35,ESG_REPORT,2024-01-01,,
